Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-1133,Est-1133,Pay-1133,Emp-1151,Est-1151,Pay-1151,Emp-1152,Est-1152,Pay-1152,Emp-2111,Est-2111,Pay-2111,Emp-2123,Est-2123,Pay-2123,Emp-2211,Est-2211,Pay-2211,Emp-2213,Est-2213,Pay-2213,Emp-2361,Est-2361,Pay-2361,Emp-2362,Est-2362,Pay-2362,Emp-2371,Est-2371,Pay-2371,Emp-2372,Est-2372,Pay-2372,Emp-2373,Est-2373,Pay-2373,Emp-2379,Est-2379,Pay-2379,Emp-2381,Est-2381,Pay-2381,Emp-2382,Est-2382,Pay-2382,Emp-2383,Est-2383,Pay-2383,Emp-2389,Est-2389,Pay-2389,Emp-3111,Est-3111,Pay-3111,Emp-3116,Est-3116,Pay-3116,Emp-3118,Est-3118,Pay-3118,Emp-3121,Est-3121,Pay-3121,Emp-3149,Est-3149,Pay-3149,Emp-3211,Est-3211,Pay-3211,Emp-3219,Est-3219,Pay-3219,Emp-3222,Est-3222,Pay-3222,Emp-3231,Est-3231,Pay-3231,Emp-3251,Est-3251,Pay-3251,Emp-3256,Est-3256,Pay-3256,Emp-3261,Est-3261,Pay-3261,Emp-3273,Est-3273,Pay-3273,Emp-3279,Est-3279,Pay-3279,Emp-3323,Est-3323,Pay-3323,Emp-3327,Est-3327,Pay-3327,Emp-3328,Est-3328,Pay-3328,Emp-3329,Est-3329,Pay-3329,Emp-3331,Est-3331,Pay-3331,Emp-3335,Est-3335,Pay-3335,Emp-3336,Est-3336,Pay-3336,Emp-3339,Est-3339,Pay-3339,Emp-3344,Est-3344,Pay-3344,Emp-3353,Est-3353,Pay-3353,Emp-3362,Est-3362,Pay-3362,Emp-3371,Est-3371,Pay-3371,Emp-3391,Est-3391,Pay-3391,Emp-3399,Est-3399,Pay-3399,Emp-4231,Est-4231,Pay-4231,Emp-4232,Est-4232,Pay-4232,Emp-4233,Est-4233,Pay-4233,Emp-4234,Est-4234,Pay-4234,Emp-4235,Est-4235,Pay-4235,Emp-4236,Est-4236,Pay-4236,Emp-4237,Est-4237,Pay-4237,Emp-4238,Est-4238,Pay-4238,Emp-4239,Est-4239,Pay-4239,Emp-4241,Est-4241,Pay-4241,Emp-4242,Est-4242,Pay-4242,Emp-4243,Est-4243,Pay-4243,Emp-4244,Est-4244,Pay-4244,Emp-4245,Est-4245,Pay-4245,Emp-4246,Est-4246,Pay-4246,Emp-4247,Est-4247,Pay-4247,Emp-4248,Est-4248,Pay-4248,Emp-4249,Est-4249,Pay-4249,Emp-4251,Est-4251,Pay-4251,Emp-4411,Est-4411,Pay-4411,Emp-4412,Est-4412,Pay-4412,Emp-4413,Est-4413,Pay-4413,Emp-4421,Est-4421,Pay-4421,Emp-4422,Est-4422,Pay-4422,Emp-4431,Est-4431,Pay-4431,Emp-4441,Est-4441,Pay-4441,Emp-4442,Est-4442,Pay-4442,Emp-4451,Est-4451,Pay-4451,Emp-4452,Est-4452,Pay-4452,Emp-4453,Est-4453,Pay-4453,Emp-4461,Est-4461,Pay-4461,Emp-4471,Est-4471,Pay-4471,Emp-4481,Est-4481,Pay-4481,Emp-4482,Est-4482,Pay-4482,Emp-4483,Est-4483,Pay-4483,Emp-4511,Est-4511,Pay-4511,Emp-4512,Est-4512,Pay-4512,Emp-4522,Est-4522,Pay-4522,Emp-4523,Est-4523,Pay-4523,Emp-4531,Est-4531,Pay-4531,Emp-4532,Est-4532,Pay-4532,Emp-4533,Est-4533,Pay-4533,Emp-4539,Est-4539,Pay-4539,Emp-4541,Est-4541,Pay-4541,Emp-4542,Est-4542,Pay-4542,Emp-4543,Est-4543,Pay-4543,Emp-4811,Est-4811,Pay-4811,Emp-4812,Est-4812,Pay-4812,Emp-4841,Est-4841,Pay-4841,Emp-4842,Est-4842,Pay-4842,Emp-4853,Est-4853,Pay-4853,Emp-4855,Est-4855,Pay-4855,Emp-4859,Est-4859,Pay-4859,Emp-4871,Est-4871,Pay-4871,Emp-4879,Est-4879,Pay-4879,Emp-4881,Est-4881,Pay-4881,Emp-4882,Est-4882,Pay-4882,Emp-4884,Est-4884,Pay-4884,Emp-4885,Est-4885,Pay-4885,Emp-4921,Est-4921,Pay-4921,Emp-4922,Est-4922,Pay-4922,Emp-4931,Est-4931,Pay-4931,Emp-5111,Est-5111,Pay-5111,Emp-5112,Est-5112,Pay-5112,Emp-5121,Est-5121,Pay-5121,Emp-5151,Est-5151,Pay-5151,Emp-5173,Est-5173,Pay-5173,Emp-5182,Est-5182,Pay-5182,Emp-5191,Est-5191,Pay-5191,Emp-5221,Est-5221,Pay-5221,Emp-5222,Est-5222,Pay-5222,Emp-5223,Est-5223,Pay-5223,Emp-5231,Est-5231,Pay-5231,Emp-5239,Est-5239,Pay-5239,Emp-5241,Est-5241,Pay-5241,Emp-5242,Est-5242,Pay-5242,Emp-5311,Est-5311,Pay-5311,Emp-5312,Est-5312,Pay-5312,Emp-5313,Est-5313,Pay-5313,Emp-5321,Est-5321,Pay-5321,Emp-5322,Est-5322,Pay-5322,Emp-5323,Est-5323,Pay-5323,Emp-5324,Est-5324,Pay-5324,Emp-5411,Est-5411,Pay-5411,Emp-5412,Est-5412,Pay-5412,Emp-5413,Est-5413,Pay-5413,Emp-5414,Est-5414,Pay-5414,Emp-5415,Est-5415,Pay-5415,Emp-5416,Est-5416,Pay-5416,Emp-5417,Est-5417,Pay-5417,Emp-5418,Est-5418,Pay-5418,Emp-5419,Est-5419,Pay-5419,Emp-5511,Est-5511,Pay-5511,Emp-5611,Est-5611,Pay-5611,Emp-5612,Est-5612,Pay-5612,Emp-5613,Est-5613,Pay-5613,Emp-5614,Est-5614,Pay-5614,Emp-5615,Est-5615,Pay-5615,Emp-5616,Est-5616,Pay-5616,Emp-5617,Est-5617,Pay-5617,Emp-5619,Est-5619,Pay-5619,Emp-5621,Est-5621,Pay-5621,Emp-5629,Est-5629,Pay-5629,Emp-6111,Est-6111,Pay-6111,Emp-6113,Est-6113,Pay-6113,Emp-6114,Est-6114,Pay-6114,Emp-6115,Est-6115,Pay-6115,Emp-6116,Est-6116,Pay-6116,Emp-6117,Est-6117,Pay-6117,Emp-6211,Est-6211,Pay-6211,Emp-6212,Est-6212,Pay-6212,Emp-6213,Est-6213,Pay-6213,Emp-6214,Est-6214,Pay-6214,Emp-6215,Est-6215,Pay-6215,Emp-6216,Est-6216,Pay-6216,Emp-6219,Est-6219,Pay-6219,Emp-6221,Est-6221,Pay-6221,Emp-6223,Est-6223,Pay-6223,Emp-6231,Est-6231,Pay-6231,Emp-6232,Est-6232,Pay-6232,Emp-6233,Est-6233,Pay-6233,Emp-6241,Est-6241,Pay-6241,Emp-6242,Est-6242,Pay-6242,Emp-6243,Est-6243,Pay-6243,Emp-6244,Est-6244,Pay-6244,Emp-7111,Est-7111,Pay-7111,Emp-7112,Est-7112,Pay-7112,Emp-7113,Est-7113,Pay-7113,Emp-7115,Est-7115,Pay-7115,Emp-7121,Est-7121,Pay-7121,Emp-7131,Est-7131,Pay-7131,Emp-7132,Est-7132,Pay-7132,Emp-7139,Est-7139,Pay-7139,Emp-7211,Est-7211,Pay-7211,Emp-7212,Est-7212,Pay-7212,Emp-7213,Est-7213,Pay-7213,Emp-7223,Est-7223,Pay-7223,Emp-7224,Est-7224,Pay-7224,Emp-7225,Est-7225,Pay-7225,Emp-8111,Est-8111,Pay-8111,Emp-8112,Est-8112,Pay-8112,Emp-8113,Est-8113,Pay-8113,Emp-8114,Est-8114,Pay-8114,Emp-8121,Est-8121,Pay-8121,Emp-8122,Est-8122,Pay-8122,Emp-8123,Est-8123,Pay-8123,Emp-8129,Est-8129,Pay-8129,Emp-8131,Est-8131,Pay-8131,Emp-8132,Est-8132,Pay-8132,Emp-8133,Est-8133,Pay-8133,Emp-8134,Est-8134,Pay-8134,Emp-8139,Est-8139,Pay-8139
46025,Clark County,4,-87.78,39.33,2505.64,0.0,0.0,,,,5.0,4.0,192.0,,,,,,,,,,10.0,3.0,1006.0,,,,16.0,7.0,631.0,9.0,3.0,433.0,,,,,,,,,,,,,6.0,3.0,151.0,12.0,5.0,446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,3.0,1229.0,,,,,,,,,,15.0,4.0,653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,481.0,12.0,3.0,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,3.0,1278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,4.0,175.0,,,,,,,,,,,,,21.0,3.0,208.0,22.0,3.0,240.0,23.0,6.0,785.0,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,79.0,,,,,,,,,,,,
46027,Clay County,14,-98.21,33.69,1080.65,0.01,0.07,,,,,,,,,,,,,,,,22.0,3.0,1793.0,,,,50.0,11.0,903.0,,,,,,,,,,,,,,,,15.0,3.0,379.0,26.0,10.0,858.0,12.0,5.0,324.0,14.0,4.0,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,219.0,,,,,,,,,,19.0,3.0,944.0,,,,50.0,4.0,2349.0,,,,,,,,,,,,,,,,,,,37.0,3.0,656.0,,,,,,,,,,,,,127.0,13.0,1801.0,8.0,3.0,53.0,,,,,,,,,,,,,,,,201.0,3.0,4930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,8.0,1712.0,26.0,6.0,1116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,8.0,2395.0,,,,,,,,,,,,,,,,17.0,6.0,955.0,13.0,7.0,270.0,8.0,4.0,308.0,,,,,,,,,,,,,,,,7.0,6.0,178.0,49.0,6.0,468.0,,,,,,,,,,108.0,3.0,3655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3.0,1051.0,43.0,7.0,1399.0,,,,,,,,,,,,,,,,,,,,,,160.0,5.0,2924.0,,,,,,,7.0,4.0,190.0,,,,56.0,3.0,439.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,7.0,1562.0,,,,14.0,3.0,202.0,,,,60.0,8.0,663.0,602.0,28.0,6847.0,21.0,8.0,549.0,,,,,,,,,,19.0,3.0,277.0,2.0,3.0,143.0,,,,,,,51.0,13.0,632.0,,,,,,,16.0,3.0,166.0,,,
46029,Codington County,28,-97.2,44.97,1857.37,0.02,0.58,,,,14.0,4.0,533.0,,,,,,,,,,,,,,,,100.0,34.0,3588.0,64.0,11.0,4255.0,,,,,,,27.0,5.0,2232.0,,,,61.0,20.0,3788.0,235.0,26.0,11769.0,69.0,25.0,2601.0,23.0,9.0,1009.0,,,,,,,,,,,,,,,,,,,127.0,3.0,4931.0,,,,48.0,4.0,1954.0,,,,,,,,,,10.0,3.0,1004.0,,,,380.0,8.0,19171.0,209.0,16.0,9601.0,51.0,3.0,1467.0,,,,310.0,4.0,20002.0,,,,,,,768.0,6.0,41939.0,286.0,3.0,14368.0,,,,,,,27.0,5.0,910.0,,,,432.0,3.0,16370.0,36.0,6.0,1874.0,,,,,,,56.0,5.0,2745.0,,,,189.0,5.0,12739.0,,,,169.0,14.0,10832.0,,,,,,,,,,,,,12.0,3.0,343.0,75.0,5.0,2854.0,,,,,,,,,,78.0,16.0,5044.0,25.0,3.0,459.0,236.0,10.0,9698.0,78.0,7.0,2691.0,95.0,12.0,3301.0,35.0,4.0,1317.0,10.0,3.0,361.0,38.0,9.0,1280.0,264.0,15.0,8259.0,34.0,6.0,906.0,464.0,4.0,8896.0,46.0,5.0,843.0,21.0,3.0,226.0,67.0,8.0,2006.0,395.0,30.0,8176.0,58.0,14.0,690.0,39.0,6.0,1118.0,21.0,3.0,814.0,56.0,8.0,1172.0,,,,,,,413.0,5.0,10461.0,,,,7.0,3.0,97.0,45.0,8.0,810.0,37.0,11.0,1566.0,,,,,,,19.0,7.0,679.0,,,,,,,90.0,21.0,5214.0,41.0,13.0,1924.0,,,,,,,,,,,,,,,,17.0,4.0,332.0,,,,,,,,,,70.0,3.0,2811.0,,,,,,,,,,,,,,,,,,,47.0,7.0,2346.0,,,,,,,248.0,18.0,14202.0,407.0,7.0,16888.0,2.0,3.0,68.0,7.0,4.0,1344.0,25.0,11.0,1810.0,5.0,3.0,396.0,124.0,28.0,4727.0,58.0,29.0,1290.0,19.0,18.0,846.0,25.0,12.0,1010.0,,,,,,,,,,,,,69.0,19.0,3072.0,87.0,15.0,3671.0,27.0,8.0,2156.0,,,,3.0,6.0,127.0,14.0,9.0,998.0,,,,42.0,3.0,1466.0,60.0,15.0,2236.0,,,,,,,,,,,,,,,,8.0,3.0,160.0,,,,87.0,32.0,2187.0,13.0,3.0,580.0,22.0,3.0,559.0,17.0,3.0,1245.0,82.0,4.0,1985.0,,,,,,,,,,,,,,,,202.0,13.0,9718.0,115.0,16.0,6902.0,118.0,21.0,4942.0,225.0,4.0,8460.0,,,,,,,,,,,,,,,,,,,,,,432.0,6.0,10146.0,38.0,4.0,722.0,22.0,5.0,625.0,,,,24.0,3.0,361.0,,,,,,,,,,7.0,3.0,36.0,,,,,,,34.0,7.0,396.0,65.0,14.0,1098.0,331.0,11.0,9000.0,,,,,,,,,,133.0,12.0,1434.0,1209.0,58.0,16955.0,122.0,25.0,4613.0,,,,16.0,7.0,438.0,,,,78.0,14.0,1281.0,,,,,,,10.0,5.0,118.0,210.0,25.0,4186.0,5.0,3.0,261.0,,,,72.0,8.0,1279.0,17.0,7.0,890.0
46031,Corson County,4,-101.18,45.71,6551.73,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,4.0,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,63.0,,,,,,,,,,,,
46033,Custer County,9,-105.35,38.11,4038.11,0.0,0.95,9.0,5.0,393.0,,,,,,,,,,42.0,3.0,1526.0,,,,,,,46.0,21.0,1798.0,,,,,,,,,,,,,,,,21.0,6.0,782.0,36.0,8.0,1078.0,,,,12.0,6.0,533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,8.0,1538.0,,,,,,,,,,,,,,,,,,,38.0,5.0,577.0,,,,22.0,5.0,738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,4.0,1010.0,,,,,,,,,,8.0,3.0,1076.0,,,,11.0,4.0,432.0,2.0,3.0,23.0,23.0,6.0,473.0,,,,,,,,,,,,,,,,12.0,3.0,439.0,4.0,4.0,88.0,6.0,3.0,222.0,,,,,,,7.0,4.0,778.0,,,,,,,16.0,6.0,337.0,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,5.0,1011.0,87.0,19.0,4363.0,18.0,14.0,1204.0,,,,,,,,,,189.0,26.0,5647.0,11.0,4.0,362.0,,,,,,,,,,,,,,,,,,,,,,34.0,10.0,578.0,,,,,,,,,,,,
46035,Davison County,20,-98.14,43.67,1131.69,0.02,0.04,,,,,,,,,,,,,,,,76.0,3.0,6686.0,,,,26.0,7.0,831.0,157.0,10.0,7489.0,14.0,3.0,564.0,,,,48.0,4.0,4287.0,,,,56.0,10.0,2220.0,342.0,14.0,18668.0,39.0,11.0,1154.0,19.0,7.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,28.0,3.0,854.0,,,,,,,,,,34.0,3.0,1444.0,,,,34.0,5.0,1198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,3.0,6023.0,,,,18.0,3.0,1098.0,,,,,,,,,,71.0,3.0,2813.0,,,,,,,24.0,3.0,782.0,,,,80.0,7.0,4532.0,,,,,,,,,,,,,122.0,4.0,5094.0,80.0,4.0,4408.0,,,,,,,,,,24.0,6.0,1298.0,,,,173.0,5.0,7911.0,57.0,5.0,1932.0,89.0,10.0,2400.0,35.0,3.0,1112.0,24.0,4.0,398.0,61.0,8.0,1946.0,224.0,8.0,6635.0,,,,223.0,5.0,4701.0,26.0,4.0,397.0,,,,63.0,6.0,2387.0,193.0,18.0,3557.0,41.0,7.0,408.0,15.0,3.0,192.0,,,,161.0,8.0,3219.0,,,,,,,252.0,5.0,7613.0,,,,24.0,3.0,855.0,35.0,4.0,577.0,9.0,4.0,260.0,,,,,,,16.0,3.0,661.0,,,,,,,26.0,9.0,1066.0,55.0,15.0,2690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,3.0,1100.0,,,,,,,215.0,16.0,10841.0,20.0,3.0,1562.0,,,,9.0,4.0,1506.0,8.0,7.0,731.0,14.0,7.0,903.0,114.0,25.0,5809.0,55.0,13.0,1290.0,,,,3.0,4.0,35.0,,,,,,,,,,,,,30.0,7.0,1209.0,55.0,10.0,1510.0,252.0,6.0,17617.0,,,,176.0,3.0,14700.0,215.0,9.0,5874.0,,,,,,,45.0,7.0,1591.0,,,,,,,,,,,,,,,,,,,,,,68.0,12.0,1986.0,,,,,,,,,,80.0,3.0,1333.0,,,,,,,,,,,,,,,,77.0,6.0,5178.0,76.0,9.0,3967.0,152.0,17.0,5165.0,,,,,,,,,,,,,,,,,,,,,,158.0,7.0,4193.0,24.0,3.0,882.0,620.0,8.0,5712.0,,,,,,,40.0,9.0,551.0,,,,,,,,,,,,,,,,,,,28.0,3.0,797.0,77.0,14.0,2086.0,258.0,17.0,3757.0,3.0,4.0,190.0,,,,28.0,5.0,1105.0,53.0,7.0,741.0,954.0,48.0,14384.0,116.0,28.0,4241.0,,,,,,,,,,43.0,9.0,996.0,,,,,,,,,,130.0,19.0,3159.0,,,,,,,38.0,6.0,383.0,5.0,3.0,246.0
46037,Day County,6,-97.62,45.37,2826.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,94.0,,,,,,,,,,,,,,,,0.0,3.0,101.0,37.0,8.0,2524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,4.0,2244.0,,,,,,,,,,,,,,,,34.0,3.0,1212.0,,,,21.0,4.0,762.0,,,,,,,,,,30.0,5.0,891.0,,,,,,,,,,,,,,,,66.0,4.0,1583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,7.0,1664.0,,,,,,,,,,,,,,,,6.0,5.0,216.0,5.0,3.0,41.0,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,96.0,,,,,,,,,,6.0,3.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,209.0,,,,,,,,,,,,,,,,,,,168.0,3.0,4692.0,,,,,,,,,,6.0,4.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,5.0,376.0,,,,,,,,,,19.0,4.0,260.0,132.0,14.0,1511.0,8.0,5.0,275.0,,,,,,,,,,2.0,3.0,38.0,,,,,,,,,,20.0,8.0,273.0,,,,,,,13.0,3.0,169.0,,,
46039,Deuel County,4,-102.33,41.11,1648.28,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,330.0,14.0,6.0,1343.0,,,,,,,,,,,,,40.0,10.0,4879.0,12.0,4.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,5.0,2329.0,,,,17.0,3.0,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,4.0,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,286.0,,,,,,,2.0,3.0,81.0,7.0,5.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3.0,1112.0,,,,,,,,,,,,,,,,12.0,3.0,466.0,5.0,3.0,23.0,,,,,,,,,,,,,,,,,,,6.0,3.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,4.0,191.0,,,,,,,7.0,3.0,195.0,,,,,,,,,,,,,,,,30.0,8.0,253.0,,,,,,,,,,,,
46041,Dewey County,6,-98.98,35.98,6333.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,3.0,706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,3.0,2334.0,,,,,,,,,,,,,,,,,,,2.0,3.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,244.0,,,,12.0,3.0,519.0,,,,,,
46043,Douglas County,3,-88.22,39.76,1123.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,33.0,4.0,1132.0,,,,,,,,,,,,,,,,,,,8.0,4.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,3.0,1459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,5.0,465.0,23.0,5.0,1157.0,,,,,,,,,,,,,39.0,3.0,723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,6.0,1489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,3.0,796.0,,,,,,,,,,,,,,,,27.0,4.0,467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,63.0,15.0,5.0,578.0,,,,,,,,,,,,,,,,,,,,,,41.0,6.0,351.0,,,,,,,,,,,,
